STATEFP,GEOID,NAME,NAMELSAD,FIPS,RADII,STORMID,BASIN,STORMNUM,ADVNUM,STARTDTG,ENDDTG
45,45043,Georgetown,Georgetown County,45043,34.0,AL142024,al,14.0,000,2024100418,2024101118
12,12045,Gulf,Gulf County,12045,34.0,AL142024,al,14.0,000,2024100418,2024101118
12,12073,Leon,Leon County,12073,34.0,AL142024,al,14.0,000,2024100418,2024101118
12,12053,Hernando,Hernando County,12053,50.0,AL142024,al,14.0,000,2024100418,2024101118
12,12127,Volusia,Volusia County,12127,50.0,AL142024,al,14.0,000,2024100418,2024101118
12,12051,Hendry,Hendry County,12051,50.0,AL142024,al,14.0,000,2024100418,2024101118
12,12095,Orange,Orange County,12095,50.0,AL142024,al,14.0,000,2024100418,2024101118
12,12055,Highlands,Highlands County,12055,50.0,AL142024,al,14.0,000,2024100418,2024101118
12,12017,Citrus,Citrus County,12017,50.0,AL142024,al,14.0,000,2024100418,2024101118
12,12093,Okeechobee,Okeechobee County,12093,50.0,AL142024,al,14.0,000,2024100418,2024101118
12,12109,St. Johns,St. Johns County,12109,50.0,AL142024,al,14.0,000,2024100418,2024101118
12,12027,DeSoto,DeSoto County,12027,50.0,AL142024,al,14.0,000,2024100418,2024101118
12,12043,Glades,Glades County,12043,50.0,AL142024,al,14.0,000,2024100418,2024101118
12,12069,Lake,Lake County,12069,50.0,AL142024,al,14.0,000,2024100418,2024101118
12,12103,Pinellas,Pinellas County,12103,50.0,AL142024,al,14.0,000,2024100418,2024101118
12,12101,Pasco,Pasco County,12101,50.0,AL142024,al,14.0,000,2024100418,2024101118
12,12119,Sumter,Sumter County,12119,50.0,AL142024,al,14.0,000,2024100418,2024101118
12,12117,Seminole,Seminole County,12117,50.0,AL142024,al,14.0,000,2024100418,2024101118
12,12035,Flagler,Flagler County,12035,50.0,AL142024,al,14.0,000,2024100418,2024101118
12,12071,Lee,Lee County,12071,50.0,AL142024,al,14.0,000,2024100418,2024101118
12,12107,Putnam,Putnam County,12107,50.0,AL142024,al,14.0,000,2024100418,2024101118
12,12075,Levy,Levy County,12075,50.0,AL142024,al,14.0,000,2024100418,2024101118
12,12105,Polk,Polk County,12105,50.0,AL142024,al,14.0,000,2024100418,2024101118
12,12111,St. Lucie,St. Lucie County,12111,50.0,AL142024,al,14.0,000,2024100418,2024101118
12,12021,Collier,Collier County,12021,50.0,AL142024,al,14.0,000,2024100418,2024101118
12,12115,Sarasota,Sarasota County,12115,50.0,AL142024,al,14.0,000,2024100418,2024101118
12,12097,Osceola,Osceola County,12097,50.0,AL142024,al,14.0,000,2024100418,2024101118
12,12083,Marion,Marion County,12083,50.0,AL142024,al,14.0,000,2024100418,2024101118
12,12049,Hardee,Hardee County,12049,50.0,AL142024,al,14.0,000,2024100418,2024101118
12,12009,Brevard,Brevard County,12009,50.0,AL142024,al,14.0,000,2024100418,2024101118
12,12061,Indian River,Indian River County,12061,50.0,AL142024,al,14.0,000,2024100418,2024101118
12,12057,Hillsborough,Hillsborough County,12057,50.0,AL142024,al,14.0,000,2024100418,2024101118
12,12015,Charlotte,Charlotte County,12015,50.0,AL142024,al,14.0,000,2024100418,2024101118
12,12095,Orange,Orange County,12095,64.0,AL142024,al,14.0,000,2024100418,2024101118
12,12055,Highlands,Highlands County,12055,64.0,AL142024,al,14.0,000,2024100418,2024101118
12,12093,Okeechobee,Okeechobee County,12093,64.0,AL142024,al,14.0,000,2024100418,2024101118
12,12027,DeSoto,DeSoto County,12027,64.0,AL142024,al,14.0,000,2024100418,2024101118
12,12081,Manatee,Manatee County,12081,64.0,AL142024,al,14.0,000,2024100418,2024101118
12,12103,Pinellas,Pinellas County,12103,64.0,AL142024,al,14.0,000,2024100418,2024101118
12,12105,Polk,Polk County,12105,64.0,AL142024,al,14.0,000,2024100418,2024101118
12,12115,Sarasota,Sarasota County,12115,64.0,AL142024,al,14.0,000,2024100418,2024101118
12,12097,Osceola,Osceola County,12097,64.0,AL142024,al,14.0,000,2024100418,2024101118
12,12049,Hardee,Hardee County,12049,64.0,AL142024,al,14.0,000,2024100418,2024101118
12,12009,Brevard,Brevard County,12009,64.0,AL142024,al,14.0,000,2024100418,2024101118
12,12061,Indian River,Indian River County,12061,64.0,AL142024,al,14.0,000,2024100418,2024101118
12,12057,Hillsborough,Hillsborough County,12057,64.0,AL142024,al,14.0,000,2024100418,2024101118
12,12015,Charlotte,Charlotte County,12015,64.0,AL142024,al,14.0,000,2024100418,2024101118
