" ""01057""","Fayette, AL",Real GDP (thousands of chained 2017 dollars) ,337710,337710
" ""01059""","Franklin, AL",Real GDP (thousands of chained 2017 dollars) ,1029838,1029838
" ""01061""","Geneva, AL",Real GDP (thousands of chained 2017 dollars) ,557507,557507
" ""01063""","Greene, AL",Real GDP (thousands of chained 2017 dollars) ,200050,200050
" ""01065""","Hale, AL",Real GDP (thousands of chained 2017 dollars) ,228355,228355
" ""01067""","Henry, AL",Real GDP (thousands of chained 2017 dollars) ,448995,448995
" ""01069""","Houston, AL",Real GDP (thousands of chained 2017 dollars) ,5709703,5709703
" ""01071""","Jackson, AL",Real GDP (thousands of chained 2017 dollars) ,1484505,1484505
" ""01073""","Jefferson, AL",Real GDP (thousands of chained 2017 dollars) ,48581447,48581447
" ""01075""","Lamar, AL",Real GDP (thousands of chained 2017 dollars) ,323734,323734
" ""01077""","Lauderdale, AL",Real GDP (thousands of chained 2017 dollars) ,2770761,2770761
" ""01079""","Lawrence, AL",Real GDP (thousands of chained 2017 dollars) ,582451,582451
" ""01081""","Lee, AL",Real GDP (thousands of chained 2017 dollars) ,6860502,6860502
" ""01083""","Limestone, AL",Real GDP (thousands of chained 2017 dollars) ,4685164,4685164
" ""01085""","Lowndes, AL",Real GDP (thousands of chained 2017 dollars) ,403938,403938
" ""01087""","Macon, AL",Real GDP (thousands of chained 2017 dollars) ,557814,557814
" ""01089""","Madison, AL",Real GDP (thousands of chained 2017 dollars) ,28787879,28787879
" ""01091""","Marengo, AL",Real GDP (thousands of chained 2017 dollars) ,799526,799526
" ""01093""","Marion, AL",Real GDP (thousands of chained 2017 dollars) ,938817,938817
" ""01095""","Marshall, AL",Real GDP (thousands of chained 2017 dollars) ,3828507,3828507
" ""01097""","Mobile, AL",Real GDP (thousands of chained 2017 dollars) ,21926659,21926659
" ""01099""","Monroe, AL",Real GDP (thousands of chained 2017 dollars) ,604595,604595
" ""01101""","Montgomery, AL",Real GDP (thousands of chained 2017 dollars) ,14441833,14441833
" ""01103""","Morgan, AL",Real GDP (thousands of chained 2017 dollars) ,6014993,6014993
" ""01105""","Perry, AL",Real GDP (thousands of chained 2017 dollars) ,165321,165321
" ""01107""","Pickens, AL",Real GDP (thousands of chained 2017 dollars) ,444818,444818
" ""01109""","Pike, AL",Real GDP (thousands of chained 2017 dollars) ,1565154,1565154
" ""01111""","Randolph, AL",Real GDP (thousands of chained 2017 dollars) ,512986,512986
" ""01113""","Russell, AL",Real GDP (thousands of chained 2017 dollars) ,1613861,1613861
" ""01115""","St. Clair, AL",Real GDP (thousands of chained 2017 dollars) ,2110781,2110781
" ""01117""","Shelby, AL",Real GDP (thousands of chained 2017 dollars) ,12947298,12947298
" ""01119""","Sumter, AL",Real GDP (thousands of chained 2017 dollars) ,304877,304877
" ""01121""","Talladega, AL",Real GDP (thousands of chained 2017 dollars) ,3278496,3278496
" ""01123""","Tallapoosa, AL",Real GDP (thousands of chained 2017 dollars) ,1448394,1448394
" ""01125""","Tuscaloosa, AL",Real GDP (thousands of chained 2017 dollars) ,10218891,10218891
" ""01127""","Walker, AL",Real GDP (thousands of chained 2017 dollars) ,1728974,1728974
" ""01129""","Washington, AL",Real GDP (thousands of chained 2017 dollars) ,863463,863463
" ""01131""","Wilcox, AL",Real GDP (thousands of chained 2017 dollars) ,314907,314907
" ""01133""","Winston, AL",Real GDP (thousands of chained 2017 dollars) ,813897,813897
" ""02000""",Alaska,Real GDP (thousands of chained 2017 dollars) ,50315131,50315131
" ""02013""","Aleutians East Borough, AK",Real GDP (thousands of chained 2017 dollars) ,290811,290811
" ""02016""","Aleutians West Census Area, AK",Real GDP (thousands of chained 2017 dollars) ,690977,690977
" ""02020""","Anchorage Municipality, AK",Real GDP (thousands of chained 2017 dollars) ,22928246,22928246
" ""02050""","Bethel Census Area, AK",Real GDP (thousands of chained 2017 dollars) ,677999,677999
" ""02060""","Bristol Bay Borough, AK",Real GDP (thousands of chained 2017 dollars) ,151534,151534
" ""02063""","Chugach Census Area, AK*",Real GDP (thousands of chained 2017 dollars) ,1532257,1532257
" ""02066""","Copper River Census Area, AK*",Real GDP (thousands of chained 2017 dollars) ,127377,127377
" ""02068""","Denali Borough, AK",Real GDP (thousands of chained 2017 dollars) ,282233,282233
" ""02070""","Dillingham Census Area, AK",Real GDP (thousands of chained 2017 dollars) ,250663,250663
" ""02090""","Fairbanks North Star Borough, AK",Real GDP (thousands of chained 2017 dollars) ,5532492,5532492
" ""02100""","Haines Borough, AK",Real GDP (thousands of chained 2017 dollars) ,102242,102242
" ""02105""","Hoonah-Angoon Census Area, AK*",Real GDP (thousands of chained 2017 dollars) ,96877,96877
" ""02110""","Juneau City and Borough, AK",Real GDP (thousands of chained 2017 dollars) ,2379361,2379361
" ""02122""","Kenai Peninsula Borough, AK",Real GDP (thousands of chained 2017 dollars) ,2541367,2541367
" ""02130""","Ketchikan Gateway Borough, AK*",Real GDP (thousands of chained 2017 dollars) ,843173,843173
" ""02150""","Kodiak Island Borough, AK",Real GDP (thousands of chained 2017 dollars) ,788771,788771
" ""02158""","Kusilvak Census Area, AK*",Real GDP (thousands of chained 2017 dollars) ,148131,148131
" ""02164""","Lake and Peninsula Borough, AK",Real GDP (thousands of chained 2017 dollars) ,86097,86097
" ""02170""","Matanuska-Susitna Borough, AK",Real GDP (thousands of chained 2017 dollars) ,3149033,3149033
" ""02180""","Nome Census Area, AK",Real GDP (thousands of chained 2017 dollars) ,455576,455576
" ""02185""","North Slope Borough, AK",Real GDP (thousands of chained 2017 dollars) ,5116686,5116686
" ""02188""","Northwest Arctic Borough, AK",Real GDP (thousands of chained 2017 dollars) ,568340,568340
" ""02195""","Petersburg Borough, AK*",Real GDP (thousands of chained 2017 dollars) ,160827,160827
" ""02198""","Prince of Wales-Hyder Census Area, AK*",Real GDP (thousands of chained 2017 dollars) ,240661,240661
" ""02201""","Prince of Wales-Outer Ketchikan Census Area, AK*",Real GDP (thousands of chained 2017 dollars) ,(NA),(NA)
" ""02220""","Sitka City and Borough, AK",Real GDP (thousands of chained 2017 dollars) ,508340,508340
" ""02230""","Skagway Municipality, AK*",Real GDP (thousands of chained 2017 dollars) ,73367,73367
" ""02232""","Skagway-Hoonah-Angoon Census Area, AK*",Real GDP (thousands of chained 2017 dollars) ,(NA),(NA)
" ""02240""","Southeast Fairbanks Census Area, AK",Real GDP (thousands of chained 2017 dollars) ,638767,638767
" ""02261""","Valdez-Cordova Census Area, AK*",Real GDP (thousands of chained 2017 dollars) ,(NA),(NA)
" ""02275""","Wrangell City and Borough, AK*",Real GDP (thousands of chained 2017 dollars) ,83427,83427
" ""02280""","Wrangell-Petersburg Census Area, AK*",Real GDP (thousands of chained 2017 dollars) ,(NA),(NA)
" ""02282""","Yakutat City and Borough, AK*",Real GDP (thousands of chained 2017 dollars) ,40204,40204
" ""02290""","Yukon-Koyukuk Census Area, AK",Real GDP (thousands of chained 2017 dollars) ,283973,283973
" ""04000""",Arizona,Real GDP (thousands of chained 2017 dollars) ,403474201,403474201
" ""04001""","Apache, AZ",Real GDP (thousands of chained 2017 dollars) ,2231257,2231257
" ""04003""","Cochise, AZ",Real GDP (thousands of chained 2017 dollars) ,4855020,4855020
" ""04005""","Coconino, AZ",Real GDP (thousands of chained 2017 dollars) ,7696628,7696628
" ""04007""","Gila, AZ",Real GDP (thousands of chained 2017 dollars) ,1799560,1799560
" ""04009""","Graham, AZ",Real GDP (thousands of chained 2017 dollars) ,1248772,1248772
" ""04011""","Greenlee, AZ",Real GDP (thousands of chained 2017 dollars) ,1600809,1600809
" ""04012""","La Paz, AZ",Real GDP (thousands of chained 2017 dollars) ,676852,676852
" ""04013""","Maricopa, AZ",Real GDP (thousands of chained 2017 dollars) ,298240414,298240414
" ""04015""","Mohave, AZ",Real GDP (thousands of chained 2017 dollars) ,6257347,6257347
" ""04017""","Navajo, AZ",Real GDP (thousands of chained 2017 dollars) ,2804006,2804006
" ""04019""","Pima, AZ",Real GDP (thousands of chained 2017 dollars) ,47959709,47959709
" ""04021""","Pinal, AZ",Real GDP (thousands of chained 2017 dollars) ,9982112,9982112
" ""04023""","Santa Cruz, AZ",Real GDP (thousands of chained 2017 dollars) ,2022514,2022514
" ""04025""","Yavapai, AZ",Real GDP (thousands of chained 2017 dollars) ,8092110,8092110
" ""04027""","Yuma, AZ",Real GDP (thousands of chained 2017 dollars) ,8137550,8137550
" ""05000""",Arkansas,Real GDP (thousands of chained 2017 dollars) ,137355545,137355545
" ""05001""","Arkansas, AR",Real GDP (thousands of chained 2017 dollars) ,1036351,1036351
" ""05003""","Ashley, AR",Real GDP (thousands of chained 2017 dollars) ,728373,728373
" ""05005""","Baxter, AR",Real GDP (thousands of chained 2017 dollars) ,1628561,1628561
" ""05007""","Benton, AR",Real GDP (thousands of chained 2017 dollars) ,18675011,18675011
" ""05009""","Boone, AR",Real GDP (thousands of chained 2017 dollars) ,1412493,1412493
" ""05011""","Bradley, AR",Real GDP (thousands of chained 2017 dollars) ,334315,334315
" ""05013""","Calhoun, AR",Real GDP (thousands of chained 2017 dollars) ,339866,339866
" ""05015""","Carroll, AR",Real GDP (thousands of chained 2017 dollars) ,968041,968041
" ""05017""","Chicot, AR",Real GDP (thousands of chained 2017 dollars) ,245185,245185
" ""05019""","Clark, AR",Real GDP (thousands of chained 2017 dollars) ,751849,751849
" ""05021""","Clay, AR",Real GDP (thousands of chained 2017 dollars) ,349451,349451
" ""05023""","Cleburne, AR",Real GDP (thousands of chained 2017 dollars) ,622875,622875
" ""05025""","Cleveland, AR",Real GDP (thousands of chained 2017 dollars) ,151474,151474
" ""05027""","Columbia, AR",Real GDP (thousands of chained 2017 dollars) ,981839,981839
" ""05029""","Conway, AR",Real GDP (thousands of chained 2017 dollars) ,746263,746263
" ""05031""","Craighead, AR",Real GDP (thousands of chained 2017 dollars) ,5245632,5245632
" ""05033""","Crawford, AR",Real GDP (thousands of chained 2017 dollars) ,1749952,1749952
" ""05035""","Crittenden, AR",Real GDP (thousands of chained 2017 dollars) ,1671569,1671569
" ""05037""","Cross, AR",Real GDP (thousands of chained 2017 dollars) ,419117,419117
" ""05039""","Dallas, AR",Real GDP (thousands of chained 2017 dollars) ,238227,238227
" ""05041""","Desha, AR",Real GDP (thousands of chained 2017 dollars) ,516319,516319
" ""05043""","Drew, AR",Real GDP (thousands of chained 2017 dollars) ,600632,600632
" ""05045""","Faulkner, AR",Real GDP (thousands of chained 2017 dollars) ,4146551,4146551
" ""05047""","Franklin, AR",Real GDP (thousands of chained 2017 dollars) ,450117,450117
" ""05049""","Fulton, AR",Real GDP (thousands of chained 2017 dollars) ,200824,200824
" ""05051""","Garland, AR",Real GDP (thousands of chained 2017 dollars) ,3498943,3498943
" ""05053""","Grant, AR",Real GDP (thousands of chained 2017 dollars) ,405324,405324
" ""05055""","Greene, AR",Real GDP (thousands of chained 2017 dollars) ,1587303,1587303
" ""05057""","Hempstead, AR",Real GDP (thousands of chained 2017 dollars) ,1008658,1008658
" ""05059""","Hot Spring, AR",Real GDP (thousands of chained 2017 dollars) ,1150517,1150517
" ""05061""","Howard, AR",Real GDP (thousands of chained 2017 dollars) ,640845,640845
" ""05063""","Independence, AR",Real GDP (thousands of chained 2017 dollars) ,1850946,1850946
" ""05065""","Izard, AR",Real GDP (thousands of chained 2017 dollars) ,286550,286550
" ""05067""","Jackson, AR",Real GDP (thousands of chained 2017 dollars) ,733508,733508
" ""05069""","Jefferson, AR",Real GDP (thousands of chained 2017 dollars) ,2909795,2909795
" ""05071""","Johnson, AR",Real GDP (thousands of chained 2017 dollars) ,737464,737464
" ""05073""","Lafayette, AR",Real GDP (thousands of chained 2017 dollars) ,140066,140066
" ""05075""","Lawrence, AR",Real GDP (thousands of chained 2017 dollars) ,444888,444888
" ""05077""","Lee, AR",Real GDP (thousands of chained 2017 dollars) ,158901,158901
" ""05079""","Lincoln, AR",Real GDP (thousands of chained 2017 dollars) ,246785,246785
" ""05081""","Little River, AR",Real GDP (thousands of chained 2017 dollars) ,496016,496016
" ""05083""","Logan, AR",Real GDP (thousands of chained 2017 dollars) ,489303,489303
" ""05085""","Lonoke, AR",Real GDP (thousands of chained 2017 dollars) ,1409825,1409825
" ""05087""","Madison, AR",Real GDP (thousands of chained 2017 dollars) ,482194,482194
" ""05089""","Marion, AR",Real GDP (thousands of chained 2017 dollars) ,666082,666082
" ""05091""","Miller, AR",Real GDP (thousands of chained 2017 dollars) ,1299941,1299941
" ""05093""","Mississippi, AR",Real GDP (thousands of chained 2017 dollars) ,2992677,2992677
" ""05095""","Monroe, AR",Real GDP (thousands of chained 2017 dollars) ,171858,171858
" ""05097""","Montgomery, AR",Real GDP (thousands of chained 2017 dollars) ,140980,140980
" ""05099""","Nevada, AR",Real GDP (thousands of chained 2017 dollars) ,230798,230798
" ""05101""","Newton, AR",Real GDP (thousands of chained 2017 dollars) ,104120,104120
" ""05103""","Ouachita, AR",Real GDP (thousands of chained 2017 dollars) ,656225,656225
" ""05105""","Perry, AR",Real GDP (thousands of chained 2017 dollars) ,166505,166505
" ""05107""","Phillips, AR",Real GDP (thousands of chained 2017 dollars) ,499944,499944
" ""05109""","Pike, AR",Real GDP (thousands of chained 2017 dollars) ,271691,271691
" ""05111""","Poinsett, AR",Real GDP (thousands of chained 2017 dollars) ,555034,555034
" ""05113""","Polk, AR",Real GDP (thousands of chained 2017 dollars) ,590519,590519
" ""05115""","Pope, AR",Real GDP (thousands of chained 2017 dollars) ,2908637,2908637
" ""05117""","Prairie, AR",Real GDP (thousands of chained 2017 dollars) ,180502,180502
" ""05119""","Pulaski, AR",Real GDP (thousands of chained 2017 dollars) ,30579205,30579205
" ""05121""","Randolph, AR",Real GDP (thousands of chained 2017 dollars) ,567773,567773
" ""05123""","St. Francis, AR",Real GDP (thousands of chained 2017 dollars) ,695578,695578
" ""05125""","Saline, AR",Real GDP (thousands of chained 2017 dollars) ,3070928,3070928
" ""05127""","Scott, AR",Real GDP (thousands of chained 2017 dollars) ,353079,353079
" ""05129""","Searcy, AR",Real GDP (thousands of chained 2017 dollars) ,182422,182422
" ""05131""","Sebastian, AR",Real GDP (thousands of chained 2017 dollars) ,7068271,7068271
" ""05133""","Sevier, AR",Real GDP (thousands of chained 2017 dollars) ,539790,539790
" ""05135""","Sharp, AR",Real GDP (thousands of chained 2017 dollars) ,397995,397995
" ""05137""","Stone, AR",Real GDP (thousands of chained 2017 dollars) ,255235,255235
" ""05139""","Union, AR",Real GDP (thousands of chained 2017 dollars) ,2579072,2579072
" ""05141""","Van Buren, AR",Real GDP (thousands of chained 2017 dollars) ,370396,370396
" ""05143""","Washington, AR",Real GDP (thousands of chained 2017 dollars) ,13190992,13190992
" ""05145""","White, AR",Real GDP (thousands of chained 2017 dollars) ,2360524,2360524
" ""05147""","Woodruff, AR",Real GDP (thousands of chained 2017 dollars) ,240728,240728
" ""05149""","Yell, AR",Real GDP (thousands of chained 2017 dollars) ,669036,669036
" ""06000""",California,Real GDP (thousands of chained 2017 dollars) ,3167460825,3167460825
" ""06001""","Alameda, CA",Real GDP (thousands of chained 2017 dollars) ,148710279,148710279
" ""06003""","Alpine, CA",Real GDP (thousands of chained 2017 dollars) ,102508,102508
" ""06005""","Amador, CA",Real GDP (thousands of chained 2017 dollars) ,1603830,1603830
" ""06007""","Butte, CA",Real GDP (thousands of chained 2017 dollars) ,9106972,9106972
" ""06009""","Calaveras, CA",Real GDP (thousands of chained 2017 dollars) ,1362966,1362966
" ""06011""","Colusa, CA",Real GDP (thousands of chained 2017 dollars) ,1366634,1366634
" ""06013""","Contra Costa, CA",Real GDP (thousands of chained 2017 dollars) ,76340778,76340778
" ""06015""","Del Norte, CA",Real GDP (thousands of chained 2017 dollars) ,793917,793917
" ""06017""","El Dorado, CA",Real GDP (thousands of chained 2017 dollars) ,8382976,8382976
" ""06019""","Fresno, CA",Real GDP (thousands of chained 2017 dollars) ,45388356,45388356
" ""06021""","Glenn, CA",Real GDP (thousands of chained 2017 dollars) ,967170,967170
" ""06023""","Humboldt, CA",Real GDP (thousands of chained 2017 dollars) ,5629986,5629986
" ""06025""","Imperial, CA",Real GDP (thousands of chained 2017 dollars) ,8517940,8517940
" ""06027""","Inyo, CA",Real GDP (thousands of chained 2017 dollars) ,1120740,1120740
" ""06029""","Kern, CA",Real GDP (thousands of chained 2017 dollars) ,43822046,43822046
" ""06031""","Kings, CA",Real GDP (thousands of chained 2017 dollars) ,6607669,6607669
" ""06033""","Lake, CA",Real GDP (thousands of chained 2017 dollars) ,1867799,1867799
" ""06035""","Lassen, CA",Real GDP (thousands of chained 2017 dollars) ,1079581,1079581
" ""06037""","Los Angeles, CA",Real GDP (thousands of chained 2017 dollars) ,790016435,790016435
" ""06039""","Madera, CA",Real GDP (thousands of chained 2017 dollars) ,6140436,6140436
" ""06041""","Marin, CA",Real GDP (thousands of chained 2017 dollars) ,30668950,30668950
" ""06043""","Mariposa, CA",Real GDP (thousands of chained 2017 dollars) ,704140,704140
" ""06045""","Mendocino, CA",Real GDP (thousands of chained 2017 dollars) ,3519898,3519898
" ""06047""","Merced, CA",Real GDP (thousands of chained 2017 dollars) ,9251611,9251611
" ""06049""","Modoc, CA",Real GDP (thousands of chained 2017 dollars) ,431710,431710
" ""06051""","Mono, CA",Real GDP (thousands of chained 2017 dollars) ,1078682,1078682
" ""06053""","Monterey, CA",Real GDP (thousands of chained 2017 dollars) ,26728936,26728936
" ""06055""","Napa, CA",Real GDP (thousands of chained 2017 dollars) ,11316575,11316575
" ""06057""","Nevada, CA",Real GDP (thousands of chained 2017 dollars) ,4543195,4543195
" ""06059""","Orange, CA",Real GDP (thousands of chained 2017 dollars) ,270440831,270440831
" ""06061""","Placer, CA",Real GDP (thousands of chained 2017 dollars) ,26571231,26571231
" ""06063""","Plumas, CA",Real GDP (thousands of chained 2017 dollars) ,893623,893623
" ""06065""","Riverside, CA",Real GDP (thousands of chained 2017 dollars) ,95159114,95159114
" ""06067""","Sacramento, CA",Real GDP (thousands of chained 2017 dollars) ,98990166,98990166
" ""06069""","San Benito, CA",Real GDP (thousands of chained 2017 dollars) ,2261595,2261595
" ""06071""","San Bernardino, CA",Real GDP (thousands of chained 2017 dollars) ,100649568,100649568
" ""06073""","San Diego, CA",Real GDP (thousands of chained 2017 dollars) ,257341197,257341197
" ""06075""","San Francisco, CA",Real GDP (thousands of chained 2017 dollars) ,233953076,233953076
" ""06077""","San Joaquin, CA",Real GDP (thousands of chained 2017 dollars) ,32624193,32624193
" ""06079""","San Luis Obispo, CA",Real GDP (thousands of chained 2017 dollars) ,17761567,17761567
" ""06081""","San Mateo, CA",Real GDP (thousands of chained 2017 dollars) ,165414201,165414201
" ""06083""","Santa Barbara, CA",Real GDP (thousands of chained 2017 dollars) ,31147307,31147307
" ""06085""","Santa Clara, CA",Real GDP (thousands of chained 2017 dollars) ,382786734,382786734
" ""06087""","Santa Cruz, CA",Real GDP (thousands of chained 2017 dollars) ,16408162,16408162
" ""06089""","Shasta, CA",Real GDP (thousands of chained 2017 dollars) ,8126075,8126075
" ""06091""","Sierra, CA",Real GDP (thousands of chained 2017 dollars) ,96666,96666
" ""06093""","Siskiyou, CA",Real GDP (thousands of chained 2017 dollars) ,1594553,1594553
" ""06095""","Solano, CA",Real GDP (thousands of chained 2017 dollars) ,28736277,28736277
" ""06097""","Sonoma, CA",Real GDP (thousands of chained 2017 dollars) ,31368529,31368529
" ""06099""","Stanislaus, CA",Real GDP (thousands of chained 2017 dollars) ,23457778,23457778
" ""06101""","Sutter, CA",Real GDP (thousands of chained 2017 dollars) ,3861722,3861722
" ""06103""","Tehama, CA",Real GDP (thousands of chained 2017 dollars) ,1986742,1986742
" ""06105""","Trinity, CA",Real GDP (thousands of chained 2017 dollars) ,370586,370586
" ""06107""","Tulare, CA",Real GDP (thousands of chained 2017 dollars) ,18098172,18098172
" ""06109""","Tuolumne, CA",Real GDP (thousands of chained 2017 dollars) ,2364198,2364198
" ""06111""","Ventura, CA",Real GDP (thousands of chained 2017 dollars) ,52689371,52689371
" ""06113""","Yolo, CA",Real GDP (thousands of chained 2017 dollars) ,15675696,15675696
" ""06115""","Yuba, CA",Real GDP (thousands of chained 2017 dollars) ,3152201,3152201
" ""08000""",Colorado,Real GDP (thousands of chained 2017 dollars) ,416114361,416114361
" ""08001""","Adams, CO*",Real GDP (thousands of chained 2017 dollars) ,30417710,30417710
" ""08003""","Alamosa, CO",Real GDP (thousands of chained 2017 dollars) ,667241,667241
" ""08005""","Arapahoe, CO",Real GDP (thousands of chained 2017 dollars) ,51907882,51907882
" ""08007""","Archuleta, CO",Real GDP (thousands of chained 2017 dollars) ,536520,536520
" ""08009""","Baca, CO",Real GDP (thousands of chained 2017 dollars) ,90865,90865
" ""08011""","Bent, CO",Real GDP (thousands of chained 2017 dollars) ,104847,104847
" ""08013""","Boulder, CO*",Real GDP (thousands of chained 2017 dollars) ,32366443,32366443
" ""08014""","Broomfield, CO*",Real GDP (thousands of chained 2017 dollars) ,9875420,9875420
" ""08015""","Chaffee, CO",Real GDP (thousands of chained 2017 dollars) ,923483,923483
" ""08017""","Cheyenne, CO",Real GDP (thousands of chained 2017 dollars) ,225906,225906
" ""08019""","Clear Creek, CO",Real GDP (thousands of chained 2017 dollars) ,489076,489076
" ""08021""","Conejos, CO",Real GDP (thousands of chained 2017 dollars) ,146533,146533
" ""08023""","Costilla, CO",Real GDP (thousands of chained 2017 dollars) ,80316,80316
" ""08025""","Crowley, CO",Real GDP (thousands of chained 2017 dollars) ,81960,81960
" ""08027""","Custer, CO",Real GDP (thousands of chained 2017 dollars) ,161211,161211
" ""08029""","Delta, CO",Real GDP (thousands of chained 2017 dollars) ,864046,864046
" ""08031""","Denver, CO",Real GDP (thousands of chained 2017 dollars) ,96723136,96723136
" ""08033""","Dolores, CO",Real GDP (thousands of chained 2017 dollars) ,97584,97584
" ""08035""","Douglas, CO",Real GDP (thousands of chained 2017 dollars) ,23055766,23055766
" ""08037""","Eagle, CO",Real GDP (thousands of chained 2017 dollars) ,4766584,4766584
" ""08039""","Elbert, CO",Real GDP (thousands of chained 2017 dollars) ,786665,786665
" ""08041""","El Paso, CO",Real GDP (thousands of chained 2017 dollars) ,40283198,40283198
" ""08043""","Fremont, CO",Real GDP (thousands of chained 2017 dollars) ,1514276,1514276
" ""08045""","Garfield, CO",Real GDP (thousands of chained 2017 dollars) ,3576538,3576538
" ""08047""","Gilpin, CO",Real GDP (thousands of chained 2017 dollars) ,703080,703080
" ""08049""","Grand, CO",Real GDP (thousands of chained 2017 dollars) ,1022285,1022285
" ""08051""","Gunnison, CO",Real GDP (thousands of chained 2017 dollars) ,1180904,1180904
" ""08053""","Hinsdale, CO",Real GDP (thousands of chained 2017 dollars) ,40578,40578
" ""08055""","Huerfano, CO",Real GDP (thousands of chained 2017 dollars) ,242371,242371
" ""08057""","Jackson, CO",Real GDP (thousands of chained 2017 dollars) ,90327,90327
" ""08059""","Jefferson, CO*",Real GDP (thousands of chained 2017 dollars) ,35362942,35362942
" ""08061""","Kiowa, CO",Real GDP (thousands of chained 2017 dollars) ,39361,39361
" ""08063""","Kit Carson, CO",Real GDP (thousands of chained 2017 dollars) ,400534,400534
" ""08065""","Lake, CO",Real GDP (thousands of chained 2017 dollars) ,344487,344487
" ""08067""","La Plata, CO",Real GDP (thousands of chained 2017 dollars) ,3067952,3067952
" ""08069""","Larimer, CO",Real GDP (thousands of chained 2017 dollars) ,22240217,22240217
" ""08071""","Las Animas, CO",Real GDP (thousands of chained 2017 dollars) ,472329,472329
" ""08073""","Lincoln, CO",Real GDP (thousands of chained 2017 dollars) ,348018,348018
" ""08075""","Logan, CO",Real GDP (thousands of chained 2017 dollars) ,989351,989351
" ""08077""","Mesa, CO",Real GDP (thousands of chained 2017 dollars) ,6892730,6892730
" ""08079""","Mineral, CO",Real GDP (thousands of chained 2017 dollars) ,62174,62174
" ""08081""","Moffat, CO",Real GDP (thousands of chained 2017 dollars) ,1082175,1082175
" ""08083""","Montezuma, CO",Real GDP (thousands of chained 2017 dollars) ,1241890,1241890
" ""08085""","Montrose, CO",Real GDP (thousands of chained 2017 dollars) ,1646722,1646722
" ""08087""","Morgan, CO",Real GDP (thousands of chained 2017 dollars) ,1354877,1354877
" ""08089""","Otero, CO",Real GDP (thousands of chained 2017 dollars) ,529354,529354
" ""08091""","Ouray, CO",Real GDP (thousands of chained 2017 dollars) ,242025,242025
" ""08093""","Park, CO",Real GDP (thousands of chained 2017 dollars) ,477523,477523
" ""08095""","Phillips, CO",Real GDP (thousands of chained 2017 dollars) ,166179,166179
" ""08097""","Pitkin, CO",Real GDP (thousands of chained 2017 dollars) ,2667189,2667189
" ""08099""","Prowers, CO",Real GDP (thousands of chained 2017 dollars) ,397143,397143
" ""08101""","Pueblo, CO",Real GDP (thousands of chained 2017 dollars) ,6510540,6510540
" ""08103""","Rio Blanco, CO",Real GDP (thousands of chained 2017 dollars) ,550209,550209
" ""08105""","Rio Grande, CO",Real GDP (thousands of chained 2017 dollars) ,369167,369167
